sentence,casual,math_word,effect-cause
资本家把牛奶倒到海里去是为了保护生产者的利益，我们把这些小煤矿、小钢铁、小水泥、小玻璃厂给关掉，我们把竞争能力比较差的企业都关掉，把那些落后的纺锭都给他砸掉，那也是为了保护生产者的利益，而不至于损害到生产能力。,1,~是为了~，,{'资本家把牛奶倒到海里':'保护生产者的利益','关掉竞争能力比较差的企业':'保护生产者的利益'}
如果我们把彩电、冰箱都送给那些买不起的人，那么这些商品价格就要继续的走低，可能这个社会就会出现生产者无利可图，生产者没有生产积极性，同样会出现另外一个危机。,1,那么~就要-就会,{'送给买不起的人':'商品价格就要走低','商品价格就要走低':'生产者无利可图','生产者无利可图':'出现危机'}
之所以插上这样一个小故事，就是想说明看待社会经济问题的时候，千万不要再简单用过去那种单纯意识形态的观点来分析它，要从社会再生产的角度去观察它，可能会得到一种更加客观，更加全面的结论，因为这种东西是不可违背的。,1,之所以-就是，从-得到，因为,{'不用意识形态的观点分析社会经济问题':'插上一个小故事','观察社会再生产':'得到客观全面的结论','不可违背社会再生产':'观察社会再生产'}
这就是既要考虑生产者的利益，也要考虑消费者的利益，当然，在我们国家考虑生产者的利益，比考虑消费者的利益要更多一些。,0,,
农民收入上不去，并不完全是农民自身的问题。,0,,
有农民的问题，有的农民文化水平比较低，根据第五次人口普查，我们农村人口中间达到小学以上，就是中学以上文化人口只有6%，而小学及以下人口比重94%，如此低的文化当然是影响农民收入增长的一个重要的因素。,1,是~的~因素,{'农民文化水平比较低':'影响农民收入增长','影响农民收入增长':'农民收入上不去'}
但更多的还是我们的政策问题，我们的发展战略问题，我们的体制问题。,1,,{'更多的是我们的体制问题':'农民收入上不去'}
我们长期以来，实施的是城乡分隔的发展战略，实施的是一种歧视农村的政策，更多的是在体制上，并没有完全建立起一个符合市场经济体制要求的农村的经济体制，在这个意义上，可以说农村改革探索在先，深化严重滞后。,0,,
我们知道中国改革是从农村起步的，实行联产承包责任制，是最早在农村的改革。,0,,
但是今天，我们农村，生产关系也好，生产力的发展水平也好，整个经济管理的体制也好，几乎没有发生更多的本质性的变化。,0,,
农民还没有成为一个真正的市场主体，农村经济组织还没有成为一个自主性的组织，政府对农村的管理还没有完全摆脱旧体制的约束。,0,,
用一句话，农村居民利益的保护机制，农村经济发展，农业生产发展支持的体系并没有完全的建立起来。,0,,
现实生活中，一方面农民连基础义务教育也要自己掏钱，一方面农村政权的维护和支撑还要农民自身掏钱来支持，农村最基本的基础设施的建设还要靠农民自己，我们的城市就绝对不是这种状况，这就是我们的体制问题。,0,,
我们农民尽管收入水平那么低，每个月也就不到150块钱的现金收入，但按规定他每年还必须在收入里面交5%的所谓合理负担。,0,,
我们城里人绝对没有这种额外的开支，所得税的起征点是800元以上。,0,,
农民既除了要交农业生产的税以外，还得承受各种各样的负担，这负担政府规定5%为合理，实际上多少农村超过这样一个限额，这就是我们的体制的问题。,0,,
如何实行进一步的改革？,0,,
如何使农民能够真正成为市场的主体？,0,,
是我们还没有解决的一个问题。,0,,
农民问题不解决，不仅影响经济的发展，也会影响到社会的稳定，还会影响到政治的稳定，我想不能小看农民问题，这是要讲的第三个问题。,1,不仅-也会-还会,{'不解决农民问题':'影响经济的发展,影响到社会的稳定,影响到政治的稳定','影响经济的发展,影响到社会的稳定,影响到政治的稳定':'不能小看农民问题'}
第四，我们来看一看失业问题，下岗问题。,0,,
到去年年底，全国下岗的没有就业的人大概是740万左右，其中国有企业是515万下岗后还没有就业，其它所有制的下岗人员还有2百多万，这是一个数。,0,,
第二个数，到去年底，到了劳动的年龄又有劳动的需要，到政府的劳动部门去登记的失业人员还有680万，这两个数加在一起，城里面下岗失业的人超过1400万，而另一方面我们每年还要新成长劳动力1200万到1400万，这又是一个数，第三我们再看农村，按照目前农业生产力的水平，按照目前农业的资源，我们的农村劳动力市场至少还有1亿5千万到2亿是富裕的。,1,按照~,{'按照农业生产力的水平,按照农业的资源':'农村劳动力市场是富裕的'}
尽管按照国际的标准这些人还不能算为失业，因为国际上有这样一条：凡是占有一定的生产资料的人都不能叫失业。,1,因为,{'占有一定的生产资料':'不能叫失业'}
我们农民尽管没有完全占有生产资源，但是他有一块责任田，这个责任田就是他的生产的资源，因此不能把他算为失业，但是它是一个潜在的失业大军。,1,因此,{'责任田就是生产的资源':'不能叫失业'}
中国眼下需要就业的人口，城里面是还没有就业的有1400万，新成长的还有几百万，加在一起有2千万左右，当然，城里的失业下岗人员中，有相当一部分存在隐性就业问题；,0,,
再考虑农村有上亿人的劳动力需要转移就业，这是需求情况。,0,,
另外看我们的供应情况，就是能够满足的情况，能够创造劳动岗位的情况，按照目前的经济发展格局，每年至多能解决800到900万，这样供需之间缺口非常的悬殊，劳动就业的压力非常大。,1,,{'供需之间缺口非常的悬殊':'劳动就业的压力非常大'}
下岗失业问题的产生，尽管有它历史的原因，比如说长期以来国有企业缺乏优胜劣汰的机制，好多的企业早就应该淘汰的没有淘汰，矛盾积累到今天，它就引出这个比较突出的问题。,1,~的原因,{'国有企业缺乏优胜劣汰的机制':'产生下岗失业问题'}
另外也有一个劳动观念的问题，就是不愿意到其它所有制单位去就业，不愿意到更辛苦的岗位去就业，不愿意到收入低的岗位去就业，也影响一部分人的就业。,0,,
当然，也有政府对劳动就业重视不够，开辟的渠道不够宽的问题。,1,,{'政府不够重视劳动就业':'产生下岗失业问题'}
不管怎么说，劳动就业已经成为我们国家眼下最突出的一个经济社会问题，从人数来看，可以说中国是全球劳动就业压力最大的一个国家，我们经常听到这样一个意见，说中国劳动就业压力大是客观存在的，要用中国只拥有世界9%的资源去解决20%左右世界的劳动力，好像本身就是一个难以解决的问题。,0,,
但是我觉得也不能完全这样来理解，因为有的地方就是没有什么资源，照样能解决好就业，打破了这样一个结论。,0,,
我觉得中国劳动就业的矛盾要引起我们重视，主要是从这样几个角度来考虑。,0,,
一方面从理论上看失业往往容易产生各种各样的矛盾，人们对失业的承受时限一般是1年左右，在1年之内他没有工作，他心里不会有太大的压力，尽管他不高兴但压力不会很大。,1,,{'失业的承受时限一般是1年':'心里不会有太大的压力'}
一旦一个人的失业年限超过一年，他就会产生各种各样的躁动，就会寻找各种各样发泄的途径。,1,一旦-就会,{'失业年限超过一年':'会产生躁动,会寻找发泄途径'}
恰恰在今天城里1000多万的失业大军中，或者就业不充分大军中，超过一年的人数已经超过一半。,0,,
这样一个比例就是一个比较危险的比例，就需要有关部门来重视。,0,,
另一方面下岗失业跟整个社会的稳定也是密切的相关，最近一段时间的各种各样的问题的产生，直接的原因就是下岗失业，据调查参与这种群体性事件的80%以上都是下岗失业人员和离退休人，在岗的人不多。,1,原因就是,{'下岗失业':'产生社会问题'}
这是需要我们警惕的一个信号。,1,,{'产生社会问题':'我们需要警惕的信号'}
第三下岗失业人数这么高，也会影响到市场的发展。,1,也会,{'下岗失业':'影响到市场的发展'}
这些人由于收入缺乏保证，必然会影响到市场需求的扩大。,1,,{'下岗失业':'影响到市场需求的扩大'}
今天中国发展除农民问题以外，就是这么大的一个失业群体造成它的支付能力不足，也使得市场的需求难以实现。,1,使得,{'失业群体造成支付能力不足':'难以实现市场的需求'}
我们要高度重视我们的下岗、失业问题，直至今天尽管下岗的人数在减少，到6月底国有企业下岗人数已经减到460万，这个比年初515万减了50万多一点，但与此同时，登记失业的人员超过700万，到6月末是733万，也是一个比较高的数，所以加到一起它还是没有太大的变化，还是1400万左右，因为非国有企业的下岗职工里面还有那么200来万加起来还是比较悬殊的一个数，要引起我们的重视。,0,,
这是我要说的第四个问题。,0,,
第五，谈谈收入分配的问题。,0,,
收入分配问题是大家比较关心的问题，因为眼下收入分配中贫富差距拉大问题趋向突出。,1,因为,{'贫富差距拉大':'大家比较关心收入分配'}
改革之初，中国的这种收入差距是不大的，因为我们实行的是吃大锅饭的体制，搞的是平均主义的分配，干多干少、干好干坏一个样。,1,因为,{'实行吃大锅饭的体制,搞平均主义的分配':'中国的收入差距是不大的'}
衡量收入分配是否公平的指标，国际上通常用基尼系数来衡量，这个基尼系数是在0到1之间来变化，0是表示绝对公平，1是表示财富都集中在一个人身上，而其中又有四个层次，0.2以下是绝对的公平，0.2到0.4相对的公平，0.4到0.6是比较不公平，0.6以上是很不公平。,0,, 
我们国家情况，1978年的时候，城乡的基尼系数都在0.2以内，农民是0.19，城市是0.16，应该说都是一个比较公平的指标，到去年城市0.33，农村0.39，已经明显的扩大了，如果我们把城乡加在一起算全国的基尼系数，到2000年时候，中国的基尼系数就已经达到了0.415，已经越过0.4这样一个需要警戒的区间。,0,,
所以有人说，收入分配问题到了一个需要高度重视的时候，更多的是从这个指标来得到这个结论。,0,,
有人说中国进入一个收入分配很不稳定的一个阶段，可能也是指这个指标来说的。,0,,
对这样的一个指标，对这样的一种差距，应当重视是对的，但我们的认识还不能仅仅停留在这个层面上，还有必要呼吁全社会，在以下三个方面也来提高认识。,0,,
第一，就是对富起来的人怎么看，需要深化认识，一方面贫富差距的存在，在市场经济条件下是无法消除的，选择了市场经济，即使是社会主义市场经济，也无法做到根本消除贫富差距。,0,,
另一方面，富人的多少往往是一个社会财富创造能力大小的关键因素。,0,,
实现国家的现代化，实现民族的复兴，需要有众多的富人。,1,,{'实现国家的现代化':'需要有众多的富人','实现民族的复兴':'需要有众多的富人'}
因此，我们应该建立一个鼓励富有的人，进一步的投资，进一步的创业，进一步从事各种各样慈善事业的一种机制，同时要有一个公平，公开，公正，透明的调节收入的机制，我们国家恰恰在这方面还做得不够。,1,因此,{'需要有众多的富人':'鼓励富人投资创业'}
对富裕起来的人缺乏鼓励、保护、调节这样一些机制，因此富起来的人心里也是不满意、不安全、不放心。,1,因此,{'对富人缺乏鼓励、保护、调节':'富人心里是不满意、不安全、不放心'}
特别是我们对待外资内资政策不一样，带来许多的负面影响。,1,带来,{'对待外资内资政策不一样':'带来许多的负面影响'}
一方面我们每年花各种各样的力量，做出各种各样的牺牲来吸引外资，这几年，我们都是四、五百亿美元的引进外资，千辛万苦付出了相当的代价，让出各种各样的利益。,0,, 
另一方面，我们这些年来，每年也有数百亿的美元，悄悄的流出国外，这种民间资本外逃的现象很突出，这是一个矛盾的现象，这里面固然与外资有优惠，内资没有优惠有关，但更多的还是对内资缺乏有效的保护、支持、鼓励的政策和法令。,0,,
因此资本的外逃就成为必然，现实生活里就有这样一些人，一手拿着中华人民共和国的护照，另一手就拿着不知道是哪一国家的投资移民的护照，对这样一种奇怪的现象，我们想还是要高度的重视，要认真的来反思。,0,,
我们为什么不能够留住这些我们非常短缺的资本，我们为什么不能对外资和内资一视同仁，而非要采取歧视性的不平等政策。,0,,
我常想中国多一点有创造财富的人，多一点富起来，继续创业的人，对中华民族来说并不是坏事，多几个李嘉诚这样的民族实业家，只会对提升我们自身实力有好处的，并不会削弱中国发展的力量，因此多几个李嘉诚对中华民族，对中国的发展只有好处，没有坏处，反过来让这些宝贵的资本，都流到国外去，对中国来说，不是好事情，我们不仅要关注贫富差距，还需要要建立一个鼓励保护富有的人再创业再投资的法律和制度。,1,,{'资本外流不是好事':'建立法律和制度'}
第二，高度重视陷入贫困人的社会救护救济的问题。,0,,
社会应该有一个对困难群体基本生存托底的机制，我们国家尽管也采取了不少措施，尤其是近些年在建立社会保障制度方面，取得了进展，但是工作力度还是不够。,0,,
我们在社会结构转型、经济体制转轨这样变革时期，应当高度重视陷入贫困群体的社会救济的问题，应当有一个社会托底的机制，而我们国家目前还不健全。,0,,
那些陷入贫困的人，连最基本的生存问题，还没有办法完全解决，这是不应该出现的问题，对他们孩子的上学，对他们生病的医治，对他们基本的生存，国家应当有一个托底的机制。,1,,{'贫困人口的生存问题没有完全解决':'国家应当有托底的机制'}
无论是从社会主义国家角度，还是从中华民族自身的传统来说，都是应当尽快的建立社会最基本的托底的机制。,0,,
至于说生活贫困的人要像富有的人那样，过得更好的生活，也不是完全靠国家去包，政府应当创造环境，加大教育等人力资本开发的力度，更重要的是要靠鼓励他们自身如何再创业，再发展去解决问题。,0,,{}
但他们的基本生存问题主要是国家的事情，是政府的事情。,0,,
我们应当把它分清楚，恰恰我们有的时候分不清楚，最基本生存政府关心不够，反过来老想去追求最高的目标，我想应当作一些调整。,0,,
第三，我们应当对介于贫困富有的中间的阶层，怎么把它做大做强，给予高度的重视。,0,,
一个社会，贫富差距的存在，是正常的现象，正如前面所说中国选择了市场经济，就意味着你选择了贫富差距，为什么，市场经济的一个最基本特征，就是优胜劣汰，在这样一个优胜劣汰的过程里，必然产生贫富差距，不可能消除贫富差距，如果你要消除贫富差距，你只能回到原有的旧体制上面去。,1,意味着，如果要-只能,{'中国选择了市场经济':'中国选择了贫富差距','消除贫富差距':'回到旧体制'}
如果你要选择市场经济，很难选择完全没有差距的社会。,0,,
大家知道，每个人适应市场的能力先天有差别，后天也有差别，这种差别是不可能消灭的，你要消灭它那只能是回到旧体制。,0,,
这种体制就是我前面讲的，就是缺乏活力缺乏效率，大家都躺在政府身上，躺在单位身上，没有创造力，没有积极性。,0,,
我们要注意除了两头问题解决了以后，还有在中间阶层做大做强的问题，我们国家恰恰在这个问题也有相当的不足。,0,,
一方面这中间层与贫困人群的差距不够大，跟富有人群的差距又足够大，随时可能掉入贫困，却怎么也赶不上富有，这是对国家目前处于中间阶层的现状的描述。,0,,
我们来看美国，50年前美国的贫富差距是20倍，50年后的今天美国的贫富差距是70倍，扩大到如此悬殊，但美国社会到今天，我们还没有发现，至少还没有感觉到，它完全是由于贫富差距所带来的社会动荡。,1,由于,{'美国的贫富差距扩大':'没有带来社会动荡'}
为什么？,0,,
我想除了它两头的问题解决的比较好以外，可能与它中间这个群体，在过去的50年中，也获得了长足的发展，在这50年中间，介于两万美元到十万美元的年收入的中间群体明显扩大，迅速的成长起来，而且更多是偏向5万美元年收入这个中间界线来集中，在美国家庭年收入，在两万美元以下就算低收入，十万美元以上算高收入，在这中间就算中等收入，美国中间群体的大起来，是美国社会保持相对稳定，经济不断发展的一个重要因素。,1,~的一个重要因素,{'中等收入群体扩大':'美国社会保持相对稳定,经济不断发展','中等收入群体扩大':'没有带来社会动荡'}
我觉得美国这方面的经验还是值得借鉴的。,0,,
美国是一个大国，大国经济对我们这个大国来说，还是有借鉴意义，那些小的国家，像新加坡对我们国家来说，几乎是没有什么借鉴意义，但他对上海，对大连可能有借鉴意义，因为他是一个城市国家，300万人口的一个城市。,1,对~来说，因为,{'美国是一个大国':'对中国有借鉴意义','新加坡是一个城市国家':'对上海和大连有借鉴意义'}
美国经济对一个大国来说，有借鉴意义，这个借鉴意义就是既要眼睛盯着贫富差距，不要让它无限的扩大，因为我觉得我们国家这种贫富差距，不完全是自然的扩大，是有一种不正常因素扩大，如果只是自然因素扩大的话，也不需要太多的关注，不自然的扩大，就是政策的不平等，还有是体制的这种不健全，法律的不健全带来的贫富差距的拉大，我觉得就应当关注。,0,对~来说，因为,{'是体制和法律的不健全':'拉大贫富差距','拉大贫富差距':'盯着贫富差距，不要让它无限的扩大','美国是一个大国':'对中国有借鉴意义'}
就目前来说，我们更多的是应当关注我刚才讲的三方面的认识，如果全社会都能在这三个方面形成共识，社会收入分配问题，就可以走向一个理性的解决的轨道。,1,如果-就,{'全社会能形成共识':'解决社会收入分配问题'}
反之我们国家如果只是想要消除贫富差距，不去正确理解这样一个差距的话，可能会走向另外一个方面，应该引起注意。,1,如果-可能会,{'不去正确理解贫富差距':'走向另外一个方面'}
时间关系，最后我想讲讲未来经济发展的趋势，对加入世贸组织可能带来影响问题我就不谈了。,0,,
第六，未来中国经济的走向。,0,,
这是个需要我们大家一起来关注，一起来研究，一起来探讨的问题。,0,,
回顾我们走过的路，中国经济如果说有成功的话，我觉得可能有这样几个因素：一是抓住发展主题，毫不放松。,1,如果说-可能有,{'抓住发展主题':'中国经济有成功'}
这是我们20年多走过的路，最成功的一条，牢牢把住发展这样一个方向，把解决发展这个问题，作为我们的一个主要的方面来考虑，时刻不放松。,0,,
二是通过改革来寻求发展，不断突破旧体制的障碍，不断通过制度创新解放和发展社会生产力。,1,通过-来,{'通过改革':'寻求发展','突破旧体制':'解放社会生产力','通过制度创新':'发展社会生产力'}
三是在开放中来进一步的改革和发展，不断突破封闭，按国际规则办事，与世界经济接轨，积极参与国际经济的交流与合作。,0,,
四是在稳定中来寻求改革发展开放，不断消除影响稳定的隐患，及时解决各种利益矛盾。,0,,
我们走过的20多年中，以上四个方面的因素是值得我们总结的，实践过程我就不想再去解释。,0,,
看看我们未来，就短期来说，今年我前面讲过，就是完成7%的预期目标问题不大。,0,,
主要是：第一，上半年增长7.8%已经奠定了一个好的基础；,1,奠定,{'上半年增长7.8%':'奠定了一个好的基础'}
第二，政府的这种政策作用还将进一步的显现；,0,,
第三，经济内在活力在进一步的恢复；,0,,
第四世界经济总体上比去年要好。,0,,
这就决定了，我们今年整个经济的发展格局，不会出现太坏的局面，但由于美国经济复苏还不确定，我们国内深层次的矛盾还没有完全消除，所以寄希望于再次重复过去那种，比较繁荣的两位数的增长，也是不现实的。,1,决定了,{'奠定了一个好的基础,政策作用将进一步的显现,经济内在活力在进一步的恢复,世界经济比去年要好':'经济的发展不会出现太坏的局面','寄希望于过去繁荣的增长':'是不现实的'}
未来的更长时期，我们的发展还能不能持久？,0,,
这是我们应该来讨论的一个问题。,0,,
展望我们的未来，至少我们有四个方面的空间还是比较大的。,0,,
第一，国际化。,0,,
中国经济的日益国际化，会为中国经济的成长注入不竭的动力。,1,会为~,{'中国经济的日益国际化':'中国经济的增长有动力'}
中国加入世贸组织以后，这种特征已经进一步的表现出来了。,1,~以后,{'中国加入世贸组织':'中国经济的增长有动力'}
中国有可能成为世界制造业的一个中心，到目前为止，中国制造业已经居于世界制造业第四位，仅次于美、日、德，是一个世界制造大国，今后要成为前三强的可能性是存在的。,0,,
因为现在跨国公司、跨国集团到中国投资的热情不减，把制造业的中心转向中国的趋势正在进一步的加速，所以完全有可能成为一个世界制造业的中心，实现由制造大国向制造强国的跨越。,1,因为-所以,{'到中国投资的热情不减':'进一步的加速制造业的中心转向中国','进一步的加速制造业的中心转向中国':'中国成为世界制造业的中心','中国成为世界制造业的中心':'实现由制造大国向制造强国的跨越'}
我们有以下几个方面的优势：一是，劳动力资源的优势。,0,,
我们有数量巨大，素质又相对比较高，劳动成本相对说比较低的优势，这就在吸引外资成为国际制造业中心方面，创造一个有利的条件。,0,,
二是，本土市场的优势。,0,,
中国是一个本土市场潜力巨大的国家，跨国公司要实现它的新世纪的新发展，它瞄准了这样一个市场，它也会被这个市场所吸引，这是我们国家优势的又一个方面。,0,,
三是，我们已经有了进一步成为世界制造业中心的基本的物质基础。,0,,
产业的配套链条齐全，交通、通讯等基础设施不断完善，以及基本的法律制度和政策环境更加国际化，这些方面相对其它一些国家来说，我们也是有相当的优势。,1,,{'产业的配套链条齐全,交通、通讯等基础设施不断完善,法律制度和政策环境变得更加国际化':'中国有优势'}
换句话说，中国可以用比较低的劳动成本，比较大的本土市场和比较好的基础设施成为世界制造业的中心。,1,成为,{'用比较低的劳动成本,用比较大的本土市场,用比较好的基础设施':'成为世界制造业的中心'}
这必然为我们经济的长远发展奠定一个比较好的基础。,1,,{'成为世界制造业的中心':'为经济的长远发展奠定基础'}
我们完全有理由相信，国际化趋势，将为中国经济持续增长提供巨大的动力，一方面带动本国经济的发展，另一方面也促进世界经济的发展，形成一个共赢的局面。,1,将为，带动，促进,{'国际化趋势':'为中国经济持续增长提供动力','为中国经济持续增长提供动力':'带动本国经济的发展','国际化趋势为中国经济持续增长提供动力':'促进世界经济的发展','促进世界经济的发展':'形成共赢的局面'}
这是我们看到的一个新趋势，第二，就是区域化的趋势。,0,,
区域化主要是表现在以下几个方面：一方面是从大中华的角度看，港、澳、台、大陆以及新加坡这种“大中华经济圈”相互融合的趋势，可能推动未来中国大陆经济的持续发展，一个具有国际竞争力的新型经济体将不断成长。{'区域化':'推动经济的持续发展'}
另一方面就是指东部、中部、西部这种地区间相互协调发展的新格局，尤其是开发中西部将使其经济潜能逐步的转变为现实的能量，进而推动全国经济的整体发展。,1,,{'区域化':'地区间相互协调发展','地区间相互协调发展':'推动经济的整体发展'}
这两方面的发展因素，有可能会使中国经济在未来能够出现新的增长的力量，现在我们已经看到这种力量。,1,会使,{'国际化趋势,区域化':'经济出现新的增长的力量'}
当然，区域化还表现在我们与东南亚国家贸易经济自由化的趋势，或者区域经济共同体趋势，也将增添新的发展活力。,0,,
经济区域化的形成，既为别的国家发展提供支持，也为自己的发展创造条件，这是一个新的趋势。,1,,{'形成经济区域化':'为别的国家发展提供支持','形成经济区域化':'为自己的发展创造条件'}
第三，就是市场化的趋势。,0,,
市场化的趋势决定了，我们许多资源的使用效率将更加高效，过去的改革，我们在商品市场方面取得了长足的发展，但是在要素市场方面中国还没有完全达到预期的目标。,1,决定了,{'市场化的趋势':'资源的使用效率更加高效'}
我们完全可以预期劳动力、土地、资本、技术等方面的市场化，将为我们提供资源更加高效的配置，从而带来新的发展。,1,将为-从而,{'劳动力、土地、资本、技术等方面的市场化':'提供资源更加高效的配置','提供资源更加高效的配置':'带来新的发展'}
市场作用进一步的发挥，就意味着要素效率的进一步提高。,1,意味着,{'市场作用进一步的发挥':'要素效率的进一步提高'}
我们预期，这样一种趋势必将带来更大的发展。,0,,
眼下中国在要素方面的市场化程度，还是比较薄弱的，我们完全可以通过进一步深化改革，来推动经济的发展和综合国力的提高。,1,通过~,{'进一步深化改革':'推动经济的发展','进一步深化改革':'综合国力的提高'}
第四，就是工业化与信息化的相互融合趋势。,0,,
信息化为中国的工业化提供了跨越式发展的新机遇。,1,提供了,{'信息化':'为中国的工业化提供了机遇'}
中国目前的工业化，还处于中期阶段，完成工业化，还是我们今后的一个重要的任务。,0,,
我们可以不像别的国家那样，就工业化论工业化，眼下世界已经进入信息化的新时代，我们完全有条件，有能力也有可能，借助信息化的手段把它与工业化紧密的结合起来，在实现工业化中，也实现信息化，在实现信息化中推进工业化，这可能是我们实现跨越式发展的一个最主要的方面。,0,,
观察今天的中国，我们在信息化方面，并不比别的国家落后多少，我们完全有条件，来把这两者结合得更好，这可能是我们未来的新趋势、新任务。,0,,
第五，就是经济的民主化趋势。,0,,
到2001年底，中国民众的金融资产达到11万多亿元，超过国有企业资产的总额，日益成为经济发展的重要资源。,1,,{'到2001年底，民众的金融资产达到11万多亿元':'成为经济发展的重要资源'}
随着政府由直接的经济建设者角色转向间接的服务者，政府将更多提供经济服务，创造建设环境，政府对民众创业的限制将进一步减弱，必将激发广大民众的创业热情，从而为经济发展注入源源不断的动力。,1,随着-将-从而,{'政府转向间接的服务者':'政府提供经济服务,创造建设环境,减弱对民众创业的限制','政府提供经济服务,创造建设环境,减弱对民众创业的限制':'为经济发展注入动力'}
第六，就是城市化的趋势。,0,,
中国的城市化进程明显落后于工业化进程，到2001年城市化程度才有37.7%，与国际经济发展的一般趋势相比，偏低近10个百分点。,0,,
这既是问题，也是希望。,1,,{'城市化进程明显落后于工业化进程':'是问题','城市化进程明显落后于工业化进程':'是希望'}
可以预期，伴随着城市化水平的不断提高，必然使潜在的国内市场优势变为现实的力量，进而推动中国经济的持续发展。,1,伴随着-必然使-进而,{'不断提高城市化水平':'国内市场优势变为现实的力量','国内市场优势变为现实的力量':'推动中国经济的持续发展'}
与此同时，我们应该看到要实现经济的持续发展遇到的挑战。,0,,
当一个国家进入人均  GDP1000美元左右的时候，其经济社会的发展，就不完全是经济决定一切。,1,当~时候-就,{'国家进入人均GDP1000美元左右':'经济社会的发展不完全是经济决定一切'}
换句话说，发展是硬道理是完全正确的，但是这个发展应该赋予新的含义，这个新的含义就是要充分的考虑，人民不仅仅对物质方面有新的需要，对精神方面也有新的需要，而且是更多的需要。,0,,
如何来营造一个基本的与物质文明相适应的精神文明，是我们不能忽视的一个重要的方面。,0,,
大家知道，从理论上来说，进入1000美元阶段里是产业结构急剧变化，利益关系急剧调整，社会急剧变革的一个新阶段，在新阶段里，社会矛盾往往快速积累，稍有不慎，就可能引发社会大动荡，这是别的国家，曾经经历过的一种现象。,1,引发,{'社会矛盾快速积累':'社会大动荡'}
在越过1000美元，向更高阶段迈进的时候，人们对自身的民主追求，对自身利益的保护将更强烈，人们需要更高的文化教育法律的素质和相应的制度约束，这将比以往更加迫切。,1,~的时候,{'向更高阶段迈进':'追求民主','向更高阶段迈进':'保护自身利益','向更高阶段迈进':'需要高素质和制度约束'}
要没有相应的手段来适应，我们可能因为经济问题，而变成社会问题。,1,要-可能,{'没有手段来适应':'经济问题变成社会问题'}
我觉得中国进入了一个新阶段，这个新阶段是发展的新阶段，也是稳定的新阶段。,0,,
我们要高度重视人的发展，满足人的全面的需求，建立起一个社会的民主，社会的政治，社会的法律相协调的国民经济发展新的体系，才能够保证国家在未来的时间，获得一个更好的发展。,1,要-才能，保证,{'高度重视人的发展,满足人的全面的需求':'建立起民主、政治、法律相协调的国民经济发展新的体系','建立起民主、政治、法律相协调的国民经济发展新的体系':'国家获得更好的发展'}
同样我们还要注意，在走向新的阶段，我们的外部环境，并不像过去若干年中那么安稳，许多新的因素，会对我们造成新的挑战，就我们国家来说，台湾问题，民族问题是一个挑战。,1,造成,{'有许多新的因素':'造成新的挑战'}
面对国际变化来说，发达国家，甚至周边的一些发展中国家，对中国的挑战，也将会变得更加突出。,0,,
我们完全可以预期，未来我们会在外部的不断挤压中来求生存、求发展。,0,,
所以，我们需要面对不仅是来自内部的，人们对经济以外的更高的追求的挑战，我们也要继续面对农民、下岗失业等社会经济问题的挑战，我们还将面对外部世界的挑战，每一个中国人肩上的任务是很沉重的，我们需要进一步的振作起来，在中国共产党的坚强领导下，坚定地沿着建设有中国特色社会主义道路前进，把握机遇，迎接挑战，这样我们才能取得更快更好的发展。,1,这样才能,{'需要进一步的振作,在中国共产党的坚强领导下,坚定地沿着中国特色社会主义道路前进,把握机遇,迎接挑战':'取得更快更好的发展'}
我就向大家介绍这些，谢谢大家。,0,,
二、问答部分,0,,
主：,0,,
好的，电视机前的观众朋友们，我们现在回到下半场的交流与提问，在上半场的主题演讲当中，邱晓华先生讲了这样几个问题：第一个问题，就是6600亿的国债为何出笼，并且如何刺激了经济增长以及它所引发的这种财政风险，另外分析了今年的经济发展的特征，新成长因素以及一些存在的两大隐忧。,0,,
第三点他谈到了农民问题，他认为农民问题是农民收入的问题，它实际上根本上说是政策问题，是战略的问题，同时更是体制的问题。,1,根本上,{'是政策问题,是战略的问题,是体制的问题':'农民问题是农民收入的问题'}
同时评析了下岗失业问题，收入分配问题，并且展望了中国经济以中国制造业为第一亮点它未来的发展趋势。,0,,
下面我们就进行提问与交流，观众朋友们可以用举手来示意，好吧，我们现在开始，那边的学生戴眼镜的。,0,,
观众：,0,,
邱老师你好，我是平安保险公司的一名员工。,0,,
在这里我有几个问题想向你请教。,0,,
我们国家，尤其是我们财政保险行业，出现了一种比较低水平的行业竞争，那就是在价格上打的一个低水平的价格战，使我们的经营陷入了很大的困境。,0,使,{'出现了低水平的行业竞争':'我们的经营陷入了很大的困境'}
我想跟您提的问题就是，第一就是民族保险尤其是财产保险行业应该以一种什么样的姿态来面临今后这种挑战？,0,,
第二，就是我们都知道外国的保险公司，他们都将保费收入，进行了第二次的经营，并以这作为主要的利润来源。,0,,
我们国内的状况主要是保费的来源作为我们利润的来源。,0,,
请问邱晓华老师我们保险资金使用过程中面临哪些问题，需要解决哪些问题。,0,,
第三，就是我刚才听您的报告里面谈到农民收入的问题，给我一个非常明显的印象，是解决农民收入比较低的问题，成为我们目前工作中，一个比较重要的问题，在我们的国家面临赤字，还有负债的这种水平都不是非常乐观的前提下，大幅度的提高农民和城乡人民的收入，是否会拉动比较严重的需要型的通货膨胀？,0,,
主：,0,,
第一个问题是关于民族保险业的。,0,,
邱：保险业的发展，确实在我们起步阶段里，出现竞争的局面，我看这是正常现象。,1,,{'保险业的发展在起步阶段':'出现竞争的局面'}
